year,rank,name,url,founded,street1,city,state,zip,revenue,% growth,Headcount,Industry,Revenue Raw
2017,2663,Endurance,endurancewarranty.com,1/1/06,400 Skokie Blvd. Suite 105,Northbrook,IL,60062,154.6 million,130,276,Insurance,154585924
2017,4451,TOP Step Consulting,topstepconsulting.com,1/1/07,43627 Oleary Lane ,South Riding,VA,20152,2.7 million,56,12,IT Services,2704454
2017,2755,Thought Ensemble,thoughtensemble.com,1/1/08,2648 S Adams Street ,Denver,CO,80210,5 million,124,20,IT Services,5004906
2017,3790,ProviDyn,providyn.com,1/1/08,6065 Roswell Road Suite 140,Atlanta,GA,30328,3.4 million,78,17,IT Services,3366920
2017,3947,Amanda Howard Real Estate,amandahoward.com,1/1/09,"3005 L&N Drive, Suite 1 ",Huntsville,AL,35801,4.2 million,72,20,Real Estate,4202864
2017,2943,Equipment Management Group,equipmentmg.com,1/1/08,1180 West Peachtree Street NW Suite 850,Atlanta,GA,30309,9.2 million,114,10,Logistics & Transportation,9152985
2017,2697,Metro Systems,metrosystemsinc.com,1/1/05,209 Madison St. Suite 400,Alexandria,VA,22314,26 million,128,260,Human Resources,26010114
2017,2308,BirdDogHR,birddoghr.com,1/1/97,4453 NW Urbandale Drive ,Des Moines,IA,50322,6 million,157,47,Software,6018389
2017,2413,Curriculum Associates,curriculumassociates.com/default.aspx,1/1/69,153 Rangeway Road ,North Billerica,MA,01862,153.8 million,150,657,Education,153829548
2017,3988,MRO,mrocorp.com,1/1/02,1000 Madison Ave Suite 100,Norristown,PA,19403,48.1 million,71,690,Health,48109000
2017,4048,TouchSource,touchsource.com,1/1/01,1370 Miners Drive #130 ,Lafayette,CO,80026,6.8 million,69,28,Business Products & Services,6839928
2017,3430,Avenue Code,avenuecode.com,1/1/08,26 O'Farrell St. Suite 600,San Francisco,CA,94108,25.9 million,92,267,IT Services,25881129
2017,3774,JP Fuji Group,jpfujigroup.com,1/1/98,696 Hancock Street ,Quincy,MA,02170,13.3 million,78,320,Food & Beverage,13257928
2017,1589,Collateral Management,collateralmanagement.org,1/1/10,200 SW 1st Ave 1270,Fort Lauderdale,FL,33301,10.8 million,248,40,Real Estate,10848548
2017,4144,The Midtown Group,themidtowngroup.com,1/1/89,"1130 Connecticut Ave, NW Suite 1101",Washington,DC,20036,37.2 million,65,35,Human Resources,37164545
2017,1183,ListEngage,listengage.com,1/1/05,5 Edgell Rd. Suite 31,Framingham,MA,01701,6.4 million,349,45,Advertising & Marketing,6420394
2017,4028,Foundation Technologies,fndtn.com,1/1/00,807 Broadway St NE Suite 285,Minneapolis,MN,55413,5.3 million,70,19,IT Services,5288735
2017,2021,Fast Horse,fasthorseinc.com,1/1/01,240 9th Ave N ,Minneapolis,MN,55401,15.1 million,185,32,Advertising & Marketing,15053902
2017,2967,M2 Strategy,m2strategy.com,1/1/03,7900 Tysons One Place Suite 240,McLean,VA,22102,4.9 million,113,35,IT Services,4944965
2017,2832,Hire Priority Staffing,hirepriority.com,1/1/90,1115 Kinney Ave #27 ,Austin,TX,78704,5.1 million,120,1125,Human Resources,5148115
2017,3068,Skyline Security Management,skylinesecurity.com,1/1/04,"10642 Downey Avenue, Suite 205 10642 Downey Avenue, Suite 205",Downey,CA,90241,34.9 million,108,120,Security,34918299
2017,3058,Lighting Unlimited,lu-az.om,1/1/89,15816 N Greenway Hayden Loop ,Scottsdale,AZ,85260,8.7 million,108,30,Consumer Products & Services,8660000
2017,4147,Ascensus,ascensus.com,1/1/80,200 Dryden Rd ,Dresher,PA,19025,302.5 million,65,1613,Financial Services,302489550
2017,1093,Deco Lighting,getdeco.com,1/1/98,2917 S. Vail Ave ,Commerce,CA,90040,47.4 million,387,99,Manufacturing,47398445
2017,1477,KRG TECHNOLOGIES,krgtech.com,1/1/03,25000 Avenue Stanford Suite 243,Valencia,CA,91355,68.4 million,274,150,IT Services,68400000
2017,4671,Hoopis Performance Network,hoopis.com,1/1/08,790 Frontage Road Suite 300,Northfield,IL,60093,3 million,50,15,Financial Services,3043000
2017,1566,Somerset Landscape,landscapeinc.us,1/1/90,19051 S Arizona Ave ,Chandler,AZ,85286,33.9 million,253,500,Business Products & Services,33912000
2017,2849,BrainSell,brainsell.net,1/1/94,"458 Boston Street Suite 1, Floor 2",Topsfield,MA,01983,6.7 million,120,50,Software,6743621
2017,2221,MaxBotix,maxbotix.com,1/1/04,13860 Shawkia Drive 13860,Bainerd,MN,56401,3.6 million,164,30,Manufacturing,3611029
2017,3953,Capital Edge Consulting,capitaledgeconsulting.com,1/1/10,8200 Greensboro Drive Suite 401,McLean,VA,22102,8 million,72,24,Government Services,8017351
2017,2800,Opus Agency,opusagency.com,1/1/94,9000 SW Nimbus Avenue ,Beaverton,OR,97008,58.9 million,122,157,Business Products & Services,58881347
2017,3643,Canopy Partners,canopy-partners.com,1/1/11,1331 N. Elm Street Ste. 200,Greensboro,NC,27401,20.2 million,84,114,IT Services,20155347
2017,2304,3-GIS,3-gis.com,1/1/06,350 Market Street NE STE C,Decatur,AL,35601,10.9 million,157,59,Engineering,10926149
2017,3410,Imaginal Marketing Group,imaginalmarketing.com,1/1/05,636 N. Carrollton Ave. 636 N. Carrollton Ave.,New Orleans,LA,70119,3.3 million,93,36,Advertising & Marketing,3263661
2017,4081,Haley Marketing Group,haleymarketing.com,1/1/96,6028 Sheridan Drive Box 410,Williamsville,NY,14231,5.4 million,68,40,Human Resources,5400606
2017,1946,The/Studio,thestudio.com,1/1/10,769 Basque Way ,Carson City,NV,89706,8.7 million,196,98,Business Products & Services,8716380
2017,4350,Domain Capital Advisors,domaincapitaladvisors.com,1/1/08,1230 Peachtree Street NE Suite 3500,Atlanta,GA,30309,10 million,59,19,Financial Services,9999291
2017,3724,Ascendance Digital Media,adsupnow,1/1/08,17921 Bothell-Everett Hwy Suite 105 ,Bothell,WA,98012,3.5 million,80,11,Advertising & Marketing,3505156
2017,3982,WatchGuard Video,watchguardvideo.com,1/1/02,415 Century Parkway ,Allen,TX,75013,77.1 million,71,242,Government Services,77055765
2017,4959,WunderLand Group,wunderlandgroup.com,1/1/09,200 W. Jackson Blvd. Suite 1725,Chicago,IL,60606,18 million,42,31,Business Products & Services,17978033
2017,4961,Med Tech Solutions,medtechsolutions.com,1/1/07,25060 Avenue Stanford Suite 250,Valencia,CA,91355,8 million,42,32,Health,7999131
2017,4657,Massage Heights Franchising,massageheights.com,1/1/04,13750 U S Hwy 281 N. Suite 230 ,San Antonio,TX,78232,95.1 million,50,27,Consumer Products & Services,95068697
2017,4198,LeaseTeam,leaseteam.com,1/1/89,4139 S 143rd Cir 4139,Omaha,NE,68137,16.9 million,64,118,Software,16897314
2017,3137,PROTITLEUSA,protitleusa.com,1/1/07,95 James Way Unit 120,Southampton,PA,18966,5.3 million,105,35,Real Estate,5264241
2017,3999,Phillips Edison & Company,phillipsedison.com,1/1/91,11501 Northlake Drive ,Cincinnati,OH,45249,488.7 million,71,281,Software,488669191
2017,3799,Best in Class Education Center,bestinclasseducation.com,1/1/95,2100 E Spruce Street ,Seattle,WA,98122,3.3 million,77,104,Education,3326877
2017,4332,Hamilton Capital Management,hamiltoncapital.com,1/1/97,5025 Arlington Centre Blvd ,Columbus,OH,43220,13.1 million,60,59,Financial Services,13099313
2017,4629,ACS,acsagentsupport.com,1/1/02,2416 Amlser Street ,Torrance,CA,90505,3.4 million,51,18,Telecommunications,3400540
2017,380,Fluent Edgeworks,fluent.net,1/1/10,"One Market Street Spear Tower, Suite 3600",San Francisco,CA,94105,16.2 million,1134,8,IT Services,16171935
2017,3743,Foundation Software / payroll4construction.com,http://payroll4construction.com,1/1/85,17999 Foltz Industrial Parkway ,Strongsville,OH,44149,28.8 million,79,37,Software,28750000
2017,3679,ISTS,applyists.com,1/1/85,1321 Murfreesboro Road Suite 800,Nashville,TN,37217,6 million,82,61,Business Products & Services,5954832
2017,4454,ITech Digital,itechdigital.com,1/1/99,6330 East 75th Street Suite 132,Indianapolis,IN,46250,7.3 million,56,37,Security,7328632
2017,2358,Liquidus Marketing,liquidus.net,1/1/01,372 W. Ontario St. Suite 400,Chicago,IL,60654,14 million,153,141,Advertising & Marketing,13950266
2017,3127,M Culinary Concepts,mculinary.com,1/1/97,20645 N 28th St ,Phoenix,AZ,85050,24.8 million,105,244,Food & Beverage,24779852
2017,1361,Vintech Solutions,vintech.com,1/1/10,9715 OLIVE BLVD FL 2 ,Saint Louis,MO,63132,11.7 million,300,162,IT Services,11684185
2017,2064,Broadvoice,broadvoice.com,1/1/05,9221 Corbin Ave Suite 260,Northridge,CA,91324,48.2 million,179,152,Telecommunications,48190688
2017,3191,Arizona Fireplaces,arizonafireplaces.com,1/1/80,3435 E Atlanta Ave ,Phoenix,AZ,85040,21.6 million,102,88,Consumer Products & Services,21616153
2017,4637,United Private Car,unitedprivatecar.com,1/1/06,"214 Lincoln Street, suite 211 ",Boston,MA,02134,4.7 million,51,53,Logistics & Transportation,4706534
2017,1626,Karsun Solutions,karsun-llc.com,1/1/09,13655 Dulles Technology Drive ,Herndon,VA,20171,33.3 million,243,107,Government Services,33343624
2017,3719,Bottom-Line Performance,bottomlineperformance.com,1/1/98,4022 S. Arbor Lane PO Box 155,New Palestine,IN,46163,3.7 million,80,36,Business Products & Services,3691584
2017,4135,Alura Business Solutions,alura.com,1/1/05,1000 Germantown Pike Suite C4,Plymouth Meeting,PA,19462,3.1 million,65,12,IT Services,3147424
2017,684,RER Energy Group,rerenergygroup.com,1/1/09,4700 Pottsville Pike ,Reading,PA,19605,12.5 million,660,15,Energy,12450107
2017,3506,OptiFuse,optifuse.com,1/1/01,1675 Pioneer Way Suite C,El Cajon,CA,92020,3 million,89,14,Manufacturing,3011257
2017,4356,Staff One HR,http://staffone.com,1/1/88,"8111 LBJ Freeway, Suite 1350 ",Dallas,TX,75251,256.1 million,59,60,Human Resources,256125371
2017,4756,Acorn Sign Graphics,acornsign.com,1/1/03,4109 West Clay Street ,Richmond,VA,23230,6 million,47,54,Business Products & Services,5961448
2017,4102,Industrial Strength Marketing,industrialstrengthmarketing.com,1/1/05,1401 5th Ave N ,Nashville,TN,37208,3.1 million,67,14,Advertising & Marketing,3054060
2017,1776,Versa Integrated Solutions,versais.com,1/1/05,"3901 Calverton Blvd., Suite 185 ",Calverton,MD,20705,19.7 million,218,85,Government Services,19654475
2017,4488,St. Onge Company,stonge.com,1/1/83,1400 Williams Road ,York,PA,17402,29.5 million,55,114,Engineering,29497924
2017,4431,Stett Transportation,stett.net,1/1/95,224 Grandview Drive ,Ft Mitchell,KY,41017,12.7 million,57,19,Logistics & Transportation,12661045
2017,3450,iMarket Solutions,imarketsolutions.com,1/1/10,25 Edelman Suite 100,Irvine,CA,92618,4.3 million,91,39,Advertising & Marketing,4289840
2017,2774,Magnolia Physical therapy,magnoliatherapyla.com,1/1/05,5606 Jefferson Highway ,Harahan,LA,70123,3.2 million,123,35,Health,3189148
2017,4808,Stearns Financial Group,stearnsfinancial.com,1/1/91,324 W. Wendover Ave ,Greensboro,NC,27408,5.3 million,46,23,Financial Services,5273427
2017,1132,Momentum Telecom,momentumtelecom.com,1/1/01,880 Montclair Road Suite 400,Birmingham,AL,35213,94.7 million,370,412,Telecommunications,94704000
2017,3613,Pure Adapt,pureadapt.com,1/1/06,PO Box 58 ,Guilderland Center,NY,12085,3.3 million,85,9,Retail,3271335
2017,3138,J2 Interactive,j2interactive.com,1/1/01,2 Thirteenth Street ,Charlestown,MA,02129,21.1 million,105,112,Health,21102736
2017,4222,Dimensional Innovations,dimin.com,1/1/93,3421 Merriam Drive ,Overland Park,KS,66203,31.2 million,63,219,Engineering,31244791
2017,3884,SmarterChaos.com,smarterchaos.com,1/1/10,340 Third St. ,Castle Rock,CO,80104,3.1 million,75,7,Advertising & Marketing,3096000
2017,3136,Paris Presents,parispresents.com,1/1/47,3800 Swanson Ct. ,Gurnee,IL,60031,198.9 million,105,122,Consumer Products & Services,198855549
2017,3257,Greyson Communications,greyson.com,1/1/10,6350 N. Andrews Avenue #200 ,Fort Lauderdale,FL,33309,19.5 million,99,25,IT Services,19490486
2017,4398,john greene Realtor,johngreenerealtor.com,1/1/76,1311 S. Route 59 1311 S. Route 59,Naperville,IL,60564,13 million,58,15,Real Estate,13047835
2017,2722,36 lyn refuel station,36lyn.com,1/1/05,3551 Lyndale Ave S ,Minneapolis,MN,55408,11 million,126,8,Retail,11006377
2017,3316,Irving Levin Associates,irving levin associates,1/1/48,268 1/2 Main Avenue ,Norwalk,CT,06851,4.3 million,96,10,Media,4274937
2017,4179,Pyramid Consulting Group,pyramidcg.com,1/1/03,110 West 40th Street 8th Floor,New York City,NY,10018,10.4 million,64,45,Human Resources,10367103
2017,3898,Exterior Medics,exteriormedics.com,1/1/08,7540 Accotink Park Rd. ,Springfield,VA,22150,10.6 million,74,29,Construction,10628002
2017,2348,APG Exhibits,apgexhibits.com,1/1/75,916 Shooting Star Rd. ,Grayslake,IL,60030,3.2 million,154,9,Advertising & Marketing,3247026
2017,3044,Ski Butlers,skibutlers.com,1/1/04,PO Box 680187 ,Park City,UT,84068,5.5 million,109,175,Travel & Hospitality,5482688
2017,4600,Rosnet,rosnet.com,1/1/98,8500 NW River Park Dr Ste 342,Kansas City,MO,64152,7.1 million,52,53,Food & Beverage,7056907
2017,3541,Lifescape Colorado,lifescapecolorado.com,1/1/76,455 South Platte River Drive ,Denver,CO,80223,11.2 million,87,83,Construction,11150947
2017,3767,The Hired Guns,thehiredguns.com,1/1/00,33 W 17th St Floor 7,New York City,NY,10011,7.6 million,78,17,IT Services,7600250
2017,3539,OVM FINANCIAL,ovmfinancial.com,1/1/05,816 Greenbrier Circle Suite 100,Chesapeake,VA,23320,27.1 million,87,155,Financial Services,27142000
2017,3642,Kinetix,kinetixfire.com,1/1/93,12 Creek Parkway ,Boothwyn,PA,19061,9.4 million,84,47,Security,9403903
2017,3379,BARR Credit Services,barrcredit.com,1/1/33,5151 E Broadway Blvd Ste 800 ,Tucson,AZ,85711,6.6 million,94,96,Financial Services,6642670
2017,3916,Proforma ASAP,http://proforma.com/asap,1/1/02,806A Sharon Drive ,Westlake,OH,44145,19.3 million,74,13,Business Products & Services,19322000
2017,2347,Clubessential,clubessential.com,1/1/02,4600 McAuley Place Suite 350 ,Cincinnati,OH,45242,17.9 million,154,133,IT Services,17945372
2017,4665,Mountain High Outfitters,mountainhighoutfitters.com,1/1/99,103 38th Street North ,Birmingham,AL,35222,22.8 million,50,216,Retail,22832839
2017,4849,Get A Rate,getarate.com,1/1/12,200 Riverfront Blvd. First Floor ,Elmwood Park,NJ,07407,3.6 million,45,25,Financial Services,3633944
2017,4905,XpoSolutions,myxpos.com,1/1/10,1011 State St 1011,Lemont,IL,60439,5.5 million,44,13,Logistics & Transportation,5508972
2017,1722,C2 Management,tryc2.com,1/1/98,351 Station Rd. ,Berryville,VA,22611,7.5 million,226,46,Computer Hardware,7511312
2017,2776,Powertrain Products,powertrainproducts.net,1/1/07,520 Thompson Creek Rd ,Stevensville,MD,21666,13.4 million,123,23,Manufacturing,13441836
2017,3910,New Horizons Learning Group,nhlearninggroup.com,1/1/82,1900 S. State College Blvd Suite 100,Anaheim,CA,92806,22.8 million,74,153,IT Services,22807921
2017,4261,Adtech-IT,adtech-it.com,1/1/86,1571 E. Whitmore Ave ,Ceres,CA,95307,3.2 million,62,32,IT Services,3241743
2017,890,Business Management Associates,bizmanagers.com,1/1/05,"228 S Washington Street, Suite 330 228 S Washington Street, Suite 330",Alexandria,VA,22314,9.7 million,499,100,Government Services,9701249
2017,4076,Safe Hiring Solutions,safehiringsolutions.com,1/1/04,64 E. Marion St ,Danville,IN,46122,3.2 million,68,32,Security,3161617
2017,4994,GroupOne Health Source,grouponehealthsource.com,1/1/90,1002 Diamond Ridge #1200,Jefferson City,MO,65109,18.7 million,40,105,Health,18677740
2017,1906,RM Advisory Services,rmadvisory.com,1/1/05,113 S. West Street 3rd Floor,Alexandria,VA,22314,4.7 million,201,36,Government Services,4735519
2017,3651,Hughes Environmental,hughesenv.com,1/1/05,908 South 8th Street Suite 500,Louisville,KY,40203,3 million,84,35,Environmental Services,2990124
2017,4146,Bandwave Systems,bandwavesystems.com,1/1/00,438 High Street 438 High Street,Burlington City,NJ,08016,4.3 million,65,17,Telecommunications,4277097
2017,4892,Niki's Int'l,nilservices.com,1/1/96,4601 Charlotte Park Drive Suite 160,Charlotte,NC,28217,2.9 million,44,14,Business Products & Services,2899593
2017,4134,Insight Designs Web Solutions,insightdesigns.com,1/1/99,2006 Broadway Suite 300,Boulder,CO,80302,2.8 million,66,16,IT Services,2794888
2017,3632,Nickell Equipment Rental & Sales,nickellrental.com,1/1/98,3261 East Highway 34 ,Newnan,GA,30265,6.1 million,84,55,Construction,6101675
2017,4193,Ascedia,ascedia.com,1/1/00,161 S. First Street ,Milwaukee,WI,53204,6.7 million,64,55,Advertising & Marketing,6738000
2017,3831,State Collection Service,statecollectionservice.com,1/1/49,2509 South Stoughton Road ,Madison,WI,53716,42.3 million,76,468,Financial Services,42342701
2017,2417,Industrial Lighting Products,ilp-inc.com,1/1/02,519 Codisco Way ,Sanford,FL,32771,56.6 million,149,250,Manufacturing,56575877
2017,2599,ForYourParty.com,foryourparty.com,1/1/04,3416 Oakton Street ,Skokie,IL,60076,6.3 million,135,18,Retail,6349791
2017,3574,Clerestory Consulting,clerestoryconsulting.com,1/1/03,1740 Ridge Avenue Suite 117,Evanston,IL,60201,7.1 million,86,37,IT Services,7126011
2017,4551,MIS Choice,mischoice.com,1/1/99,1699 Wall Street Suite 602,Mount Prospect,IL,60056,4.4 million,54,24,IT Services,4406273
2017,1817,GRIFFIN Solutions Group,gsgus.com,1/1/09,3655 Brookstone Parkway Suite 210,Alpharetta,GA,30022,5.6 million,212,32,IT Services,5550469
2017,4674,RealManage,realmanage.com,1/1/04,"3220 Keller Springs Rd, Ste 106 ",Carrollton,TX,75006,31.8 million,50,450,Real Estate,31809857
2017,4578,Premier Realty Group,http://premierpropertymemphis.com,1/1/09,118 Timber Creek ,Cordova,TN,38018,2.5 million,53,5,Real Estate,2524886
2017,1126,Circa Ventures,circaventures.com,1/1/11,4410 Piper Pass Lane ,Houston,TX,77054,3.4 million,372,21,Business Products & Services,3400000
2017,2099,Golden Gate BPO Solutions,goldengatebpo.com,1/1/06,1792 Bell Tower Lane ,Weston,FL,33327,10.5 million,175,10,Business Products & Services,10457624
2017,220,Paint Nite,"www,paintnite.com",1/1/12,230 Somerville Ave ,Somerville,MA,02143,65 million,1970,110,Consumer Products & Services,64996150
2017,23,CalCom Solar,calcomsolar.com,1/1/12,635 S. Atwood ,Visalia,CA,93277,59.3 million,9675,59,Energy,59312512
2017,33,Globalization Partners,globalization-partners.com,1/1/12,"1 Boston Place, 26th Floor 1 Boston Place, 26th Floor",Boston,MA,02108,40.5 million,8187,32,Business Products & Services,40465004
2017,65,PANTHERx Specialty Pharmacy,pantherspecialty.com,1/1/11,24 Summit Park Drive ,Pittsburgh,PA,15275,240.1 million,5319,80,Health,240098201
2017,50,FedBiz IT Solutions,fedbizit.com,1/1/11,305 Harrison Street SE Suite 1C,Leesburg,VA,20175,32.6 million,6142,12,Government Services,32638816
2017,6,Small Business Owners of America,http://sbooa.com,1/1/11,2988 N High St. Suite A,Columbus,OH,43202,19.7 million,19352,15,Financial Services,19702839
2017,72,S2 Capital,s2cp.com,1/1/12,5055 Keller Springs Road Suite #550,Addison,TX,75001,57.4 million,5083,150,Real Estate,57429435
2017,338,Berkley,goberkley.com,1/1/12,2725 E El Presidio Street ,Carson,CA,90810,16.2 million,1313,25,Manufacturing,16233019
2017,755,Exusia,exusia.com,1/1/12,205 E. 42nd Street 19 floor 19 floor,New York City,NY,10017,18 million,604,262,IT Services,18036314
2017,1445,PAYKINGS,paykings.com,1/1/11,12425 28th St. N Suite 105,Saint Petersburg,FL,33716,5.8 million,280,11,Financial Services,5751162
2017,1419,Highland Project Logistics,highlandprojectlogistics.com,1/1/11,"6A Kitty Hawk Landing, Ste 200 6A Kitty Hawk Landing, Ste 200",Londonderry,NH,03053,3.8 million,286,7,Logistics & Transportation,3774914
2017,31,Big Block Realty,bigblockrealty.com,1/1/12,2820 Camino Del Rio South #314 ,San Diego,CA,92018,28.9 million,8829,12,Real Estate,28869454
2017,27,Legend Solar,legendsolar.com,1/1/11,204 Playa Della Rosita ,Washington,UT,84780,29.8 million,9222,102,Energy,29784985
2017,498,Taldepot.com,taldepot.com,1/1/12,377B Pearsall Ave ,Cedarhurst,NY,11516,24.6 million,894,78,Retail,24567068
2017,85,Nine Line Apparel,ninelineapparel.com,1/1/12,1732 E President St ,Savannah,GA,31404,14 million,4402,147,Retail,14021685
2017,25,The Penny Hoarder,thepennyhoarder.com,1/1/10,"300 1st Avenue S, Suite #400 ",St. Petersburg,FL,33701,20.5 million,9396,49,Media,20483362
2017,69,Inspire Medical Systems,inspiresleep.com,1/1/07,9700 63rd Avenue North Suite 200,Maple Grove,MN,55369,16.4 million,5149,81,Health,16427170
2017,239,n2grate,n2grate.com,1/1/10,"9111 Edmonston Rd., Suite 303 ",Greenbelt,MD,20770,67.9 million,1796,34,Government Services,67855253
2017,652,Remarkable Liquids,remarkableliquids.com,1/1/12,PO Box 122 ,Guilderland Center,NY,12085,11 million,695,52,Food & Beverage,11012220
2017,896,Chicken Salad Chick,chickensaladchick.com,1/1/08,"724 North Dean Road, Suite 100 ",Auburn,AL,36830,12.3 million,495,254,Food & Beverage,12267261
2017,1560,Chelsea Financial Group,chelseapremium.com,1/1/11,348 Route 9 North Suite F,Manalapan,NJ,07726,16.3 million,255,5,Insurance,16336697
2017,546,Cirrus Insight,cirrusinsight.com,1/1/11,133 Technology Drive Suite 150,Irvine,CA,92618,9.6 million,825,65,Software,9596034
2017,482,MacStadium,macstadium.com,1/1/11,"568 14th Street, NW Suite 100",Atlanta,GA,30318,9.5 million,929,27,IT Services,9535618
2017,308,Atlas MedStaff,http://atlasmedstaff.com,1/1/12,11506 Nicholas Street Suite 105,Omaha,NE,68154,47.6 million,1409,450,Health,47636241
2017,941,Chosen Foods,chosenfoods.com,1/1/10,1747 Hancock St Ste A,San Diego,CA,92101,51.7 million,466,39,Food & Beverage,51685375
2017,36,Interactive Government Holdings,interactivegov.com,1/1/06,7426 Alban Station Boulevard Suite B218,Springfield,VA,22150,15.3 million,7024,150,Government Services,15297411
2017,690,Elevate Services,elevateservices.com,1/1/11,10250 Constellation Blvd. Suite 2815,Los Angeles,CA,90067,29.4 million,656,465,Business Products & Services,29398743
2017,560,Pacific Gold Marketing,pgmpower.com,1/1/12,745 Broadway Street 745,Fresno,CA,93721,9.4 million,805,65,Construction,9383252
2017,46,ByteCubed,bytecubed.com,1/1/11,2231 Crystal Drive Suite 401 ,Arlington,VA,22202,31.7 million,6469,120,IT Services,31680890
2017,1250,MP Consulting Services,mpcbuilders.net,1/1/12,4213 Belmar Blvd ,Wall Township,NJ,07753,6.6 million,327,8,Construction,6606978
2017,369,Prime Time Healthcare,primetimehealthcare.com,1/1/12,14811 Shepard St 148,Omaha,NE,68138,39.5 million,1184,600,Health,39549384
2017,2449,Sandlapper Capital Investments,gosandlapper.com,1/1/11,"800 E. North St., 2nd Floor 800 E. North St., 2nd Floor",Greenville,SC,29601,4.1 million,146,11,Financial Services,4144241
2017,330,Downeast Cider House,downeastcider.com,1/1/11,256 Marginal St Bldg 32,Boston,MA,02128,8.1 million,1344,36,Food & Beverage,8100083
2017,1570,Artist Travel Consultants,artisttravels.com,1/1/10,250 W. 57th Street Suite 1610 ,New York City,NY,10107,9 million,251,7,Travel & Hospitality,9002216
2017,500,TalTeam,talteam.com,1/1/11,13800 Coppermine Road Suite #120,Herndon,VA,20171,6 million,889,66,IT Services,5954168
2017,58,Chef's Cut Real Jerky,chefscutrealjerky.com,1/1/09,515 West 20th Street #4W,New York City,NY,10011,26.9 million,5669,30,Food & Beverage,26865896
2017,649,green cloud technologies,gogreencloud.com,1/1/11,411 university ridge suite 201,Greenvilles,SC,29601,11.9 million,696,52,IT Services,11871836
2017,9,Greenspire,http://greenspirehome.com,1/1/12,11400 W. Olympic Blvd. #1530 11400 W. Olympic Blvd. #1530,Los Angeles,CA,90064,41.7 million,14429,150,Energy,41735466
2017,350,LA Solar Group,la-solargroup.com,1/1/12,16238-B Raymer St Unit 34,Van Nuys,CA,91406,19.7 million,1247,72,Energy,19680203
2017,101,Ecology Mir Group,ecomirgroup.com,1/1/12,10432 Balls Ford Rd. ,Manassas,VA,20109,5.1 million,3844,12,Government Services,5121311
2017,300,West Hills Capital,westhillscapital.com,1/1/12,1314 N Oliver Ave Suite 8348 ,Wichita,KS,67208,6.3 million,1460,4,Financial Services,6280016
2017,52,Discount Power Texas,discountpowertx.com,1/1/09,5757 Woodway Drive Ste.270 ,Houston,TX,77057,98.1 million,6045,37,Energy,98101631
2017,737,Lead Genesis,leadgenesis.com,1/1/12,7381 Gold Rush Ct ,Las Vegas,NV,89113,16.2 million,621,24,Energy,16217789
2017,71,TFM Truckload,targetfmi.com,1/1/11,5905 Brownsville Rd ,Pittsburgh,PA,15236,6.3 million,5121,38,Logistics & Transportation,6258209
2017,59,InfoScout,infoscoutinc.com,1/1/11,322 Ritch Street ,San Francisco,CA,94107,13.1 million,5650,89,Business Products & Services,13146581
2017,225,TapClicks,http://tapclick.com,1/1/09,3031 Tisch Way Suite 1002 ,San Jose,CA,95128,10 million,1911,75,Advertising & Marketing,9955528
2017,296,Worth Clark Realty,worthclark.com,1/1/09,136 S Main St 2nd floor,St Charles,MO,63301,8.4 million,1494,26,Real Estate,8439775
2017,525,TickPick,tickpick.com,1/1/11,14 Penn Plaza Suite 1708,New York City,NY,10122,49.7 million,846,14,Consumer Products & Services,49690523
2017,141,Solomon and Associates,solarmediateam.com,1/1/12,350 Jim Moran Blvd SUITE 101A,Deerfield Beach,FL,33434,3.9 million,2707,105,Advertising & Marketing,3881258
2017,1814,DoubleMap,doublemap.com,1/1/11,"429 N. Pennsylvania St, Suite 401 ",Indianapolis,IN,46204,4.1 million,213,20,Logistics & Transportation,4134158
2017,332,Hireology,hireology.com,1/1/10,303 E Upper Wacker Drive #400,Chicago,IL,60601,8.9 million,1338,110,Business Products & Services,8946006
2017,324,HYPERICE,hyperice.com,1/1/10,15440 Laguna Canyon Road Suite 230,Irvine,CA,92618,6.7 million,1358,10,Consumer Products & Services,6678497
2017,4042,ArrowCore Group,arrowcoregroup.com,1/1/12,24 Sloan Street ,Roswell,GA,30075,5.2 million,69,40,IT Services,5195948
2017,109,Inoventures,inoventures.com,1/1/08,1420 Spring Hill Road suite 600,McLean,VA,22102,4.6 million,3599,43,Government Services,4583954
2017,243,Render Media,rndr.com,1/1/11,145 S. Fairfax Ave Suite 405,Los Angeles,CA,90036,9.2 million,1768,36,Media,9183647
2017,202,HomeWorks Energy,homeworksenergy.com,1/1/12,101 Station Landing Ste. 110,Medford,MA,02155,21.4 million,2117,185,Energy,21405390
2017,276,MeUndies,meundies.com,1/1/11,3650 Holdredge Ave ,Culver City,CA,90016,32.6 million,1583,60,Retail,32562144
2017,1576,Flite Banking Centers,fliteatm.com,1/1/09,8955 Katy Freeway Ste. 107,Houston,TX,77024,5 million,250,10,Business Products & Services,5034357
2017,492,CallRail,callrail.com,1/1/11,100 Peachtree St NW #2700,Atlanta,GA,30303,11.8 million,905,78,Software,11756075
2017,877,Maxton & Company,maxtonandcompany.com,1/1/11,3130 20th St Suite 175,San Francisco,CA,94110,6.4 million,511,8,Business Products & Services,6361815
2017,2286,Herman Integration Services,herman-is.com,1/1/12,13400 Wright Circle Unit E 6,Tampa,FL,33626,9.8 million,159,120,Business Products & Services,9793000
